date,number_of_strikes,center_point_geom
2016-01-10,84,POINT(-79.4 27.6)
2016-01-10,63,POINT(-78.8 27.6)
2016-01-10,25,POINT(-85 25.6)
2016-01-13,34,POINT(-93.3 22.9)
2016-01-13,26,POINT(-93.5 23.3)
2016-01-14,26,POINT(-96.7 27.1)
2016-01-14,24,POINT(-93.9 28.5)
2016-01-14,43,POINT(-94.6 26.3)
2016-01-14,47,POINT(-94.1 24.4)
2016-01-14,26,POINT(-94.6 28.2)
2016-01-14,25,POINT(-95.9 27)
2016-01-14,29,POINT(-93 25.8)
2016-01-14,36,POINT(-95.1 27.5)
2016-01-14,33,POINT(-95.4 27.8)
2016-01-14,63,POINT(-94.7 26.3)
2016-01-14,41,POINT(-94 24.5)
2016-01-14,24,POINT(-93.1 25.7)
2016-01-14,48,POINT(-93.2 25.7)
2016-01-14,55,POINT(-94.8 26.3)
2016-01-14,25,POINT(-95.3 27.9)
2016-01-14,26,POINT(-94.8 28.1)
2016-01-14,34,POINT(-94.9 26.3)
2016-01-14,38,POINT(-94.7 28.1)
2016-01-14,45,POINT(-93.9 24.5)
2016-01-14,24,POINT(-94.2 28.4)
2016-01-14,52,POINT(-96.3 27.3)
2016-01-14,29,POINT(-94.7 28.2)
2016-01-14,27,POINT(-96.1 27.4)
2016-01-14,42,POINT(-95 28.1)
2016-01-14,37,POINT(-95.5 27.5)
2016-01-14,41,POINT(-95.5 27.8)
2016-01-14,25,POINT(-93.8 24.6)
2016-01-14,26,POINT(-95.2 28)
2016-01-14,25,POINT(-94.5 26.4)
2016-01-14,25,POINT(-93.3 25.7)
2016-01-14,28,POINT(-95.1 28.1)
2016-01-14,32,POINT(-95.2 28.1)
2016-01-14,25,POINT(-95.4 27.9)
2016-01-14,31,POINT(-93.9 24.6)
2016-01-15,24,POINT(-88 26.9)
2016-01-15,37,POINT(-83 26.2)
2016-01-15,55,POINT(-79.9 24.9)
2016-01-15,48,POINT(-92.1 26.9)
2016-01-15,29,POINT(-90.1 27.3)
2016-01-15,33,POINT(-88.5 27.7)
2016-01-15,27,POINT(-88.7 28)
2016-01-15,33,POINT(-81.9 23.5)
2016-01-15,34,POINT(-93.9 26.4)
2016-01-15,39,POINT(-89.2 27.8)
2016-01-15,35,POINT(-92 26.9)
2016-01-15,33,POINT(-88.8 27.8)
2016-01-15,26,POINT(-91.7 28.4)
2016-01-15,27,POINT(-91 28.5)
2016-01-15,29,POINT(-88.2 28.4)
2016-01-15,34,POINT(-89.7 27.4)
2016-01-15,28,POINT(-82.9 26.3)
2016-01-15,28,POINT(-88.2 28.5)
2016-01-15,52,POINT(-80 24.9)
2016-01-15,38,POINT(-87.2 29)
2016-01-15,52,POINT(-94 26.4)
2016-01-15,48,POINT(-89 27.8)
2016-01-15,30,POINT(-88.1 28.5)
2016-01-15,33,POINT(-87.5 28.8)
2016-01-15,26,POINT(-87.1 29)
2016-01-15,24,POINT(-91.9 28.3)
2016-01-15,46,POINT(-89.2 27.6)
2016-01-15,26,POINT(-89.1 27.8)
2016-01-15,26,POINT(-80.2 24.9)
2016-01-15,24,POINT(-83.1 26.2)
2016-01-15,39,POINT(-89.4 27.7)
2016-01-15,60,POINT(-88.7 28.2)
2016-01-15,36,POINT(-90.6 26.9)
2016-01-15,59,POINT(-89.4 27.6)
2016-01-15,28,POINT(-81.2 24.5)
2016-01-15,24,POINT(-80.3 24.9)
2016-01-15,43,POINT(-92.3 26.8)
2016-01-15,24,POINT(-93.1 27.6)
2016-01-15,28,POINT(-87.6 28.1)
2016-01-15,34,POINT(-88.3 28.4)
2016-01-15,72,POINT(-89.3 27.7)
2016-01-15,26,POINT(-93.8 26.4)
2016-01-15,38,POINT(-85.6 29.4)
2016-01-15,27,POINT(-89 27.7)
2016-01-15,37,POINT(-88.7 28.1)
2016-01-15,28,POINT(-87.5 28.7)
2016-01-15,31,POINT(-89.6 27.7)
2016-01-15,24,POINT(-87.5 27.2)
2016-01-15,31,POINT(-92.9 27.6)
2016-01-15,28,POINT(-88.8 28.1)
2016-01-15,27,POINT(-88.5 28.3)
2016-01-15,27,POINT(-93.6 26.5)
2016-01-15,31,POINT(-87.4 27.2)
2016-01-15,24,POINT(-88.8 27.9)
2016-01-15,33,POINT(-87.9 28.5)
2016-01-15,51,POINT(-89.5 27.6)
2016-01-15,27,POINT(-91.2 28.5)
2016-01-15,56,POINT(-89.1 27.7)
2016-01-15,29,POINT(-90.5 27)
2016-01-15,29,POINT(-87.3 28.9)
2016-01-15,29,POINT(-90.9 28.6)
2016-01-15,50,POINT(-82.1 23.5)
2016-01-15,43,POINT(-88.4 28.3)
2016-01-15,30,POINT(-89.1 27.9)
2016-01-15,25,POINT(-89.7 27.5)
2016-01-15,26,POINT(-88.6 28.1)
2016-01-15,25,POINT(-82.8 26.2)
2016-01-15,25,POINT(-87 27.4)
2016-01-15,27,POINT(-91.5 27.9)
2016-01-15,35,POINT(-88.7 27.9)
2016-01-15,31,POINT(-91.5 27.8)
2016-01-15,24,POINT(-92.1 26.8)
2016-01-15,33,POINT(-89.5 27.5)
2016-01-15,27,POINT(-88 27)
2016-01-15,32,POINT(-91.7 27)
2016-01-15,24,POINT(-88.2 26.6)
2016-01-15,24,POINT(-88.9 27.9)
2016-01-15,28,POINT(-88.4 28.4)
2016-01-15,24,POINT(-87.7 27.1)
2016-01-15,33,POINT(-91.9 26.9)
2016-01-15,24,POINT(-88.5 28.2)
2016-01-15,28,POINT(-79.8 24.9)
2016-01-15,26,POINT(-88.1 27)
2016-01-15,29,POINT(-82.1 23.6)
2016-01-15,25,POINT(-89.5 27.7)
2016-01-15,32,POINT(-82.9 26.2)
2016-01-15,25,POINT(-88.3 28.1)
2016-01-15,25,POINT(-88 28.5)
2016-01-15,30,POINT(-90.9 28.5)
2016-01-15,31,POINT(-80.8 24.8)
2016-01-15,48,POINT(-88.6 28.3)
2016-01-15,34,POINT(-88.9 27.8)
2016-01-15,28,POINT(-84.1 25.8)
2016-01-15,37,POINT(-88.8 28.2)
2016-01-15,29,POINT(-88.9 28)
2016-01-15,25,POINT(-88.3 28.3)
2016-01-15,29,POINT(-93 27.6)
2016-01-15,45,POINT(-82 23.5)
2016-01-15,60,POINT(-88.6 28.2)
2016-01-15,58,POINT(-89.6 27.5)
2016-01-15,50,POINT(-89.2 27.7)
2016-01-15,26,POINT(-89.5 27.8)
2016-01-15,39,POINT(-89.3 27.6)
2016-01-15,25,POINT(-88.1 26.9)
2016-01-15,24,POINT(-87.6 28.6)
2016-01-16,29,POINT(-95.6 27.3)
2016-01-16,68,POINT(-93.1 27.7)
2016-01-16,33,POINT(-96.1 27)
2016-01-16,30,POINT(-94.7 27.6)
2016-01-16,27,POINT(-94.7 27.9)
2016-01-16,33,POINT(-95.6 27.1)
2016-01-16,27,POINT(-95.9 27.3)
2016-01-16,99,POINT(-95.1 27.3)
2016-01-16,46,POINT(-95.3 27.8)
2016-01-16,40,POINT(-95.1 27.5)
2016-01-16,24,POINT(-95.2 27.8)
2016-01-16,40,POINT(-94.6 27.7)
2016-01-16,42,POINT(-95 27.5)
2016-01-16,24,POINT(-92.3 27.6)
2016-01-16,33,POINT(-96 27.3)
2016-01-16,44,POINT(-95.9 27.1)
2016-01-16,26,POINT(-94.5 27.6)
2016-01-16,39,POINT(-86 24.8)
2016-01-16,26,POINT(-96.1 27.1)
2016-01-16,35,POINT(-94.6 27.5)
2016-01-16,42,POINT(-95.4 27.5)
2016-01-16,32,POINT(-91.1 26.8)
2016-01-16,35,POINT(-95 27.3)
2016-01-16,28,POINT(-96 27)
2016-01-16,41,POINT(-91.5 24)
2016-01-16,34,POINT(-92.9 26.5)
2016-01-16,31,POINT(-95.4 27.6)
2016-01-16,32,POINT(-96 27.1)
2016-01-16,35,POINT(-94.8 27.6)
2016-01-16,79,POINT(-95.1 27.4)
2016-01-16,36,POINT(-95.9 27.4)
2016-01-16,33,POINT(-95.7 27.6)
2016-01-16,24,POINT(-91.7 27.3)
2016-01-16,58,POINT(-94.6 27.9)
2016-01-16,29,POINT(-91.3 26.6)
2016-01-16,41,POINT(-95 27.6)
2016-01-16,27,POINT(-94.1 27.4)
2016-01-16,41,POINT(-95.4 27.4)
2016-01-16,26,POINT(-92.5 27.4)
2016-01-16,24,POINT(-77.2 24.8)
2016-01-16,28,POINT(-95.7 27.2)
2016-01-16,29,POINT(-91.4 27.3)
2016-01-16,73,POINT(-94.7 27.5)
2016-01-16,25,POINT(-94.9 27.3)
2016-01-16,32,POINT(-94.3 27.4)
2016-01-16,34,POINT(-92.6 26.8)
2016-01-16,35,POINT(-93.5 27.7)
2016-01-16,35,POINT(-94.9 27.6)
2016-01-16,25,POINT(-94.5 27.8)
2016-01-16,33,POINT(-90.9 25.5)
2016-01-16,26,POINT(-94.5 27.9)
2016-01-16,38,POINT(-95.7 27.1)
2016-01-16,63,POINT(-93.8 27.6)
2016-01-16,26,POINT(-92.9 26.4)
2016-01-16,36,POINT(-95.8 27.2)
2016-01-16,41,POINT(-96 27.4)
2016-01-16,44,POINT(-93.8 27.7)
2016-01-16,41,POINT(-95.4 27.3)
2016-01-16,72,POINT(-95 27.4)
2016-01-16,29,POINT(-92.4 27.5)
2016-01-16,64,POINT(-95.5 27.4)
2016-01-16,25,POINT(-94.1 27.6)
2016-01-16,31,POINT(-95.8 27.1)
2016-01-16,54,POINT(-84.4 25.7)
2016-01-16,24,POINT(-94 27.4)
2016-01-16,25,POINT(-94.3 27.7)
2016-01-16,62,POINT(-94.7 27.8)
2016-01-16,65,POINT(-94.7 27.4)
2016-01-16,35,POINT(-94.7 27.7)
2016-01-16,39,POINT(-95.1 27.6)
2016-01-16,100,POINT(-95.2 27.3)
2016-01-16,86,POINT(-94.8 27.7)
2016-01-16,43,POINT(-96.2 26.9)
2016-01-16,28,POINT(-94.9 27.7)
2016-01-16,24,POINT(-93.1 27.6)
2016-01-16,50,POINT(-91.8 27.1)
2016-01-16,54,POINT(-95.9 27)
2016-01-16,52,POINT(-95.7 27.3)
2016-01-16,28,POINT(-94.7 28)
2016-01-16,24,POINT(-93.5 28.2)
2016-01-16,25,POINT(-93.4 28.3)
2016-01-16,25,POINT(-90.4 25.3)
2016-01-16,32,POINT(-94.8 27.8)
2016-01-16,27,POINT(-96.3 27.2)
2016-01-16,59,POINT(-95.5 27.2)
2016-01-16,45,POINT(-95.7 27.5)
2016-01-16,50,POINT(-93 27.7)
2016-01-16,29,POINT(-96.2 27)
2016-01-16,29,POINT(-93.9 28)
2016-01-16,57,POINT(-95.3 27.3)
2016-01-16,25,POINT(-92.1 27.1)
2016-01-16,27,POINT(-91.7 27.2)
2016-01-16,56,POINT(-95.5 27.6)
2016-01-16,58,POINT(-91.9 27)
2016-01-16,26,POINT(-90.6 25.4)
2016-01-16,34,POINT(-95.2 27.4)
2016-01-16,81,POINT(-93.9 27.6)
2016-01-16,63,POINT(-94.9 27.4)
2016-01-16,36,POINT(-95.2 27.2)
2016-01-16,56,POINT(-95.4 27.2)
2016-01-16,30,POINT(-93.5 27.8)
2016-01-16,28,POINT(-91.1 25.4)
2016-01-16,37,POINT(-90.7 26.3)
2016-01-16,35,POINT(-84.4 25.8)
2016-01-16,29,POINT(-93.3 28.3)
2016-01-16,49,POINT(-93.9 27.5)
2016-01-16,35,POINT(-97.5 28.7)
2016-01-16,67,POINT(-94.6 27.6)
2016-01-16,28,POINT(-85.1 25.2)
2016-01-16,30,POINT(-95.4 27.7)
2016-01-16,31,POINT(-94.6 27.8)
2016-01-16,26,POINT(-93.2 26.9)
2016-01-16,50,POINT(-95.8 27.5)
2016-01-16,35,POINT(-95.5 27.1)
2016-01-16,58,POINT(-94.8 27.5)
2016-01-16,28,POINT(-95.2 27.9)
2016-01-16,43,POINT(-91.3 25.3)
2016-01-16,41,POINT(-95.2 27.5)
2016-01-16,55,POINT(-94.8 27.4)
2016-01-16,43,POINT(-95.3 27.2)
2016-01-16,55,POINT(-90.9 27.6)
2016-01-16,37,POINT(-94 27.5)
2016-01-16,26,POINT(-93.8 27)
2016-01-16,26,POINT(-93.6 27.8)
2016-01-16,48,POINT(-95.6 27.4)
2016-01-16,26,POINT(-95.3 27.7)
2016-01-16,27,POINT(-95.3 27.5)
2016-01-16,49,POINT(-93.7 27.7)
2016-01-16,36,POINT(-93.6 27.7)
2016-01-16,27,POINT(-91.8 27.2)
2016-01-17,66,POINT(-85.5 24.5)
2016-01-17,28,POINT(-82.5 26.8)
2016-01-17,44,POINT(-87.4 23.9)
2016-01-17,28,POINT(-86.7 26.8)
2016-01-17,57,POINT(-86.8 26.9)
2016-01-17,27,POINT(-84.9 24.7)
2016-01-17,36,POINT(-84.8 27.4)
2016-01-17,49,POINT(-87.9 23.8)
2016-01-17,31,POINT(-87.2 26.7)
2016-01-17,33,POINT(-85 27.2)
2016-01-17,30,POINT(-87.1 25.4)
2016-01-17,24,POINT(-86.5 27.1)
2016-01-17,26,POINT(-87.7 26.4)
2016-01-17,30,POINT(-86.4 24.5)
2016-01-17,33,POINT(-84.2 25)
2016-01-17,26,POINT(-85.4 24.9)
2016-01-17,35,POINT(-85.1 27.2)
2016-01-17,24,POINT(-86.4 26.9)
2016-01-17,39,POINT(-87.1 24.2)
2016-01-17,47,POINT(-87.1 24.3)
2016-01-17,32,POINT(-86.9 24.2)
2016-01-17,25,POINT(-86.8 26.7)
2016-01-17,38,POINT(-87.2 25.5)
2016-01-17,27,POINT(-87.2 24.1)
2016-01-17,31,POINT(-89.5 27.3)
2016-01-17,33,POINT(-86.9 26.1)
2016-01-17,32,POINT(-85.5 26.7)
2016-01-17,35,POINT(-85.3 24.7)
2016-01-17,33,POINT(-89.5 25.8)
2016-01-17,27,POINT(-87.1 24.4)
2016-01-17,41,POINT(-85.7 26.6)
2016-01-17,62,POINT(-82.7 26.7)
2016-01-17,49,POINT(-85.9 24.4)
2016-01-17,63,POINT(-89.8 25.7)
2016-01-17,43,POINT(-88.9 26.3)
2016-01-17,38,POINT(-86.9 25.6)
2016-01-17,45,POINT(-86.4 26.4)
2016-01-17,30,POINT(-89.3 25.9)
2016-01-17,26,POINT(-87 26.8)
2016-01-17,31,POINT(-86.8 24.9)
2016-01-17,35,POINT(-83.3 26.6)
2016-01-17,26,POINT(-84.6 25.6)
2016-01-17,54,POINT(-86.4 25.5)
2016-01-17,34,POINT(-87.6 23.9)
2016-01-17,35,POINT(-87.6 24)
2016-01-17,41,POINT(-84.4 25)
2016-01-17,38,POINT(-87.3 23.9)
2016-01-17,31,POINT(-86.4 24.3)
2016-01-17,24,POINT(-89.3 25.8)
2016-01-17,24,POINT(-86.9 26.2)
2016-01-17,46,POINT(-83 26.4)
2016-01-17,40,POINT(-82.9 26.5)
2016-01-17,43,POINT(-86.4 26.3)
2016-01-17,59,POINT(-89.7 25.7)
2016-01-17,32,POINT(-86.9 26.8)
2016-01-17,105,POINT(-84.1 25.9)
2016-01-17,32,POINT(-86.5 26.4)
2016-01-17,29,POINT(-86.4 25.8)
2016-01-17,62,POINT(-83.2 26.3)
2016-01-17,34,POINT(-87.3 24.1)
2016-01-17,29,POINT(-86.1 26.7)
2016-01-17,62,POINT(-84.5 27.4)
2016-01-17,30,POINT(-84.7 27.5)
2016-01-17,40,POINT(-85.8 25.9)
2016-01-17,48,POINT(-87 24)
2016-01-17,28,POINT(-85.1 26.1)
2016-01-17,29,POINT(-84.2 25.1)
2016-01-17,30,POINT(-83.9 26)
2016-01-17,34,POINT(-87.2 25.4)
2016-01-17,27,POINT(-85.8 26.7)
2016-01-17,38,POINT(-86.1 26.4)
2016-01-17,24,POINT(-87.1 25.9)
2016-01-17,37,POINT(-84.6 27.4)
2016-01-17,28,POINT(-87 26.1)
2016-01-17,34,POINT(-82.9 27)
2016-01-17,25,POINT(-83.5 26.5)
2016-01-17,46,POINT(-85.5 26.6)
2016-01-17,49,POINT(-82.7 27.1)
2016-01-17,49,POINT(-84.1 25.1)
2016-01-17,37,POINT(-87.7 26.9)
2016-01-17,34,POINT(-89.4 27.1)
2016-01-17,34,POINT(-84.7 27.4)
2016-01-17,28,POINT(-84.1 25)
2016-01-17,25,POINT(-89 25.4)
2016-01-17,36,POINT(-85.2 26.1)
2016-01-17,44,POINT(-87.2 23.9)
2016-01-17,36,POINT(-85.1 24.6)
2016-01-17,47,POINT(-85.2 24.7)
2016-01-17,25,POINT(-86.7 24.9)
2016-01-17,38,POINT(-87.1 25.6)
2016-01-17,26,POINT(-86.2 25.7)
2016-01-17,38,POINT(-83.2 26.2)
2016-01-17,25,POINT(-86.2 24.2)
2016-01-17,35,POINT(-85.5 25.2)
2016-01-17,28,POINT(-86.8 25.6)
2016-01-17,27,POINT(-84.5 27.5)
2016-01-17,44,POINT(-87.6 23.7)
2016-01-17,52,POINT(-87.1 26.6)
2016-01-17,37,POINT(-87.4 24.1)
2016-01-17,32,POINT(-86.9 24.4)
2016-01-17,35,POINT(-87.8 23.7)
2016-01-17,30,POINT(-84.6 27.5)
2016-01-17,53,POINT(-87 24.3)
2016-01-17,73,POINT(-86.6 26.1)
2016-01-17,24,POINT(-84.8 24.9)
2016-01-17,25,POINT(-82.7 26.5)
2016-01-17,41,POINT(-86 26.6)
2016-01-17,28,POINT(-87.8 24.1)
2016-01-17,29,POINT(-84.3 25.7)
2016-01-17,85,POINT(-87.2 24.2)
2016-01-17,44,POINT(-86.3 24.4)
2016-01-17,24,POINT(-87.2 24.3)
2016-01-17,29,POINT(-86.7 24.1)
2016-01-17,30,POINT(-86.7 24.4)
2016-01-17,28,POINT(-85.7 24.4)
2016-01-17,25,POINT(-86.9 26.9)
2016-01-17,24,POINT(-87.7 24)
2016-01-17,44,POINT(-87 24.1)
2016-01-17,56,POINT(-83.9 25.9)
2016-01-17,25,POINT(-85.8 26.4)
2016-01-17,42,POINT(-86.6 27)
2016-01-17,37,POINT(-86.8 26.8)
2016-01-17,26,POINT(-84.9 27.4)
2016-01-17,34,POINT(-86.1 25.8)
2016-01-17,45,POINT(-87.2 24)
2016-01-17,25,POINT(-85.9 26)
2016-01-17,69,POINT(-85.7 26.5)
2016-01-17,47,POINT(-89.6 25.8)
2016-01-17,31,POINT(-86.5 26.8)
2016-01-17,30,POINT(-84.8 24.7)
2016-01-17,84,POINT(-86.5 26.2)
2016-01-17,39,POINT(-89.2 25.2)
2016-01-17,42,POINT(-86.9 24.3)
2016-01-17,68,POINT(-86.5 26.3)
2016-01-17,24,POINT(-87.7 23.7)
2016-01-17,27,POINT(-86.3 24.1)
2016-01-17,47,POINT(-87 26)
2016-01-17,73,POINT(-86.8 26)
2016-01-17,24,POINT(-89.3 27.5)
2016-01-17,29,POINT(-85.6 26.5)
2016-01-17,37,POINT(-86.9 24)
2016-01-17,31,POINT(-86.4 24.2)
2016-01-17,39,POINT(-86.1 24.3)
2016-01-17,27,POINT(-86.5 23.9)
2016-01-17,27,POINT(-89.4 25.2)
2016-01-17,27,POINT(-85.4 26)
2016-01-17,33,POINT(-86.7 26.9)
2016-01-17,32,POINT(-86.7 25.1)
2016-01-17,30,POINT(-86.9 24.5)
2016-01-17,58,POINT(-86.4 24.4)
2016-01-17,32,POINT(-85.7 26)
2016-01-17,24,POINT(-86.9 25.5)
2016-01-17,74,POINT(-86.5 24.4)
2016-01-17,24,POINT(-90.2 25.5)
2016-01-17,26,POINT(-84.6 25.7)
2016-01-17,25,POINT(-87.1 24.1)
2016-01-17,40,POINT(-89.8 25.6)
2016-01-17,25,POINT(-86.7 27.1)
2016-01-17,30,POINT(-82.8 26.5)
2016-01-17,57,POINT(-87.7 23.8)
2016-01-17,27,POINT(-86.7 26.3)
2016-01-17,54,POINT(-86.8 26.1)
2016-01-17,27,POINT(-86.2 24.5)
2016-01-17,32,POINT(-84.4 27.5)
2016-01-17,37,POINT(-87.7 23.9)
2016-01-17,43,POINT(-85.3 24.5)
2016-01-17,39,POINT(-86.7 26)
2016-01-17,25,POINT(-86.2 24.4)
2016-01-17,34,POINT(-83.5 26.1)
2016-01-17,40,POINT(-86.9 26.7)
2016-01-17,40,POINT(-86 24.4)
2016-01-17,55,POINT(-86.2 26.5)
2016-01-17,32,POINT(-83.3 26.3)
2016-01-17,31,POINT(-86 24.3)
2016-01-17,26,POINT(-86.3 24.3)
2016-01-17,29,POINT(-85.4 24.7)
2016-01-17,57,POINT(-86.2 25.6)
2016-01-17,30,POINT(-83.3 26.1)
2016-01-17,26,POINT(-82.8 27.1)
2016-01-17,33,POINT(-87.5 25.3)
2016-01-17,41,POINT(-86.3 25.6)
2016-01-17,30,POINT(-86.8 23.9)
2016-01-17,40,POINT(-86.7 25)
2016-01-17,40,POINT(-86.3 26.5)
2016-01-17,40,POINT(-84.9 24.8)
2016-01-17,29,POINT(-82.7 27)
2016-01-17,39,POINT(-89.3 26.1)
2016-01-17,29,POINT(-82.6 26.6)
2016-01-17,37,POINT(-86.8 26.2)
2016-01-17,40,POINT(-89.6 25.7)
2016-01-17,40,POINT(-85.6 25.8)
2016-01-17,31,POINT(-85.6 26.7)
2016-01-17,32,POINT(-82.8 26.6)
2016-01-17,42,POINT(-86.2 26.4)
2016-01-17,28,POINT(-84.6 27.3)
2016-01-17,28,POINT(-86.3 25.9)
2016-01-17,38,POINT(-83.1 26.8)
2016-01-17,27,POINT(-83.5 26)
2016-01-17,27,POINT(-87.6 27)
2016-01-17,28,POINT(-84.7 25.5)
2016-01-17,57,POINT(-85.6 26.6)
2016-01-17,27,POINT(-84.7 24.8)
2016-01-17,25,POINT(-86.6 24.6)
2016-01-17,29,POINT(-87.9 24.1)
2016-01-17,24,POINT(-85.8 27.1)
2016-01-17,49,POINT(-86.8 24.2)
2016-01-17,48,POINT(-86.2 26.6)
2016-01-17,24,POINT(-87.3 24)
2016-01-17,46,POINT(-85 24.7)
2016-01-17,25,POINT(-86.2 24.3)
2016-01-17,63,POINT(-84.3 25)
2016-01-17,73,POINT(-84.1 25.8)
2016-01-17,52,POINT(-89.9 25.6)
2016-01-17,47,POINT(-85.5 25.8)
2016-01-17,52,POINT(-89.4 25.9)
2016-01-17,27,POINT(-86.5 24.8)
2016-01-17,25,POINT(-83.4 26.5)
2016-01-17,36,POINT(-86 26.5)
2016-01-17,188,POINT(-84.2 25.8)
2016-01-17,46,POINT(-83.4 26.1)
2016-01-17,34,POINT(-89.2 26.2)
2016-01-17,36,POINT(-85.5 26)
2016-01-17,86,POINT(-86.7 26.1)
2016-01-17,49,POINT(-87.1 24)
2016-01-17,31,POINT(-84.8 25)
2016-01-17,67,POINT(-85.8 26.6)
2016-01-17,63,POINT(-86.7 24.2)
2016-01-17,49,POINT(-85.7 26.7)
2016-01-17,47,POINT(-86.9 24.1)
2016-01-17,37,POINT(-89.4 25.8)
2016-01-17,60,POINT(-85.1 24.7)
2016-01-17,28,POINT(-85.9 26.7)
2016-01-17,41,POINT(-83.1 26.4)
2016-01-17,58,POINT(-86.5 24.3)
2016-01-17,32,POINT(-87 24.2)
2016-01-17,42,POINT(-85 27.3)
2016-01-17,36,POINT(-87.1 25.5)
2016-01-17,68,POINT(-84.3 25.8)
2016-01-17,37,POINT(-83.1 26.3)
2016-01-17,26,POINT(-85.9 24.3)
2016-01-17,47,POINT(-87.3 23.8)
2016-01-17,64,POINT(-86.6 26.2)
2016-01-17,49,POINT(-85.4 24.6)
2016-01-17,32,POINT(-90.3 27.1)
2016-01-17,32,POINT(-86.9 25.9)
2016-01-17,61,POINT(-83.3 26.2)
2016-01-17,38,POINT(-86.6 24.4)
2016-01-17,41,POINT(-87 24.4)
2016-01-17,30,POINT(-86.9 23.8)
2016-01-17,24,POINT(-86.8 24.5)
2016-01-17,27,POINT(-87.5 25.2)
2016-01-17,44,POINT(-85.4 25.9)
2016-01-17,34,POINT(-85 24.8)
2016-01-17,41,POINT(-86.9 26)
2016-01-17,30,POINT(-82.9 26.6)
2016-01-17,34,POINT(-86.6 26.3)
2016-01-17,39,POINT(-89.5 25.9)
2016-01-17,25,POINT(-87.9 23.6)
2016-01-17,25,POINT(-84.7 25.6)
2016-01-17,25,POINT(-85.3 25.9)
2016-01-17,29,POINT(-85.9 27)
2016-01-17,28,POINT(-82.7 26.6)
2016-01-17,31,POINT(-85.1 24.5)
2016-01-17,31,POINT(-86 25.5)
2016-01-17,31,POINT(-87.5 26.5)
2016-01-17,43,POINT(-86.6 27.1)
2016-01-17,31,POINT(-85.7 27.2)
2016-01-17,26,POINT(-89 26.2)
2016-01-17,32,POINT(-83 26.9)
2016-01-17,32,POINT(-87.3 25.4)
2016-01-17,29,POINT(-83.6 26)
2016-01-17,42,POINT(-86.8 27)
2016-01-17,27,POINT(-86.1 24.2)
2016-01-17,27,POINT(-86.9 23.7)
2016-01-17,47,POINT(-84.6 24.9)
2016-01-17,30,POINT(-84.4 24.9)
2016-01-17,43,POINT(-85.5 24.6)
2016-01-17,25,POINT(-84.6 25)
2016-01-17,25,POINT(-85.5 24.9)
2016-01-17,24,POINT(-85.3 26.1)
2016-01-17,33,POINT(-84.8 27.3)
2016-01-17,53,POINT(-85.8 24.5)
2016-01-17,39,POINT(-87.4 23.8)
2016-01-17,26,POINT(-86.7 24.5)
2016-01-17,55,POINT(-86.8 23.8)
2016-01-17,41,POINT(-82.6 27.6)
2016-01-17,30,POINT(-85.9 25.8)
2016-01-17,31,POINT(-89 25.3)
2016-01-17,39,POINT(-87.6 26.9)
2016-01-17,50,POINT(-87.5 23.8)
2016-01-17,24,POINT(-87.8 23.9)
2016-01-17,29,POINT(-86.1 26.3)
2016-01-17,30,POINT(-86.1 25.6)
2016-01-17,24,POINT(-82.6 26.7)
2016-01-17,26,POINT(-86.8 24)
2016-01-17,38,POINT(-87.6 23.8)
2016-01-17,45,POINT(-86.6 24.2)
2016-01-17,40,POINT(-86.8 24.6)
2016-01-17,29,POINT(-89.1 25.9)
2016-01-17,27,POINT(-86.1 25.4)
2016-01-17,30,POINT(-86.6 26.8)
2016-01-17,26,POINT(-89.2 25.9)
2016-01-17,34,POINT(-87.3 26.5)
2016-01-17,42,POINT(-84.2 25.9)
2016-01-17,24,POINT(-87.1 26.7)
2016-01-17,30,POINT(-86.7 26.2)
2016-01-17,33,POINT(-84.9 24.6)
2016-01-17,77,POINT(-87 26.7)
2016-01-17,31,POINT(-85.1 24.9)
2016-01-17,40,POINT(-86.3 24.2)
2016-01-17,55,POINT(-85.9 26.6)
2016-01-17,27,POINT(-85.7 25.9)
2016-01-17,52,POINT(-85.8 26.5)
2016-01-17,30,POINT(-86.5 24.2)
2016-01-17,48,POINT(-86.1 26.5)
2016-01-17,57,POINT(-84.9 27.3)
2016-01-17,58,POINT(-85.3 24.6)
2016-01-17,26,POINT(-83.9 25.8)
2016-01-17,35,POINT(-86.2 26.3)
2016-01-17,24,POINT(-87.2 26.6)
2016-01-17,33,POINT(-87 25.5)
2016-01-17,60,POINT(-86.7 24.3)
2016-01-17,24,POINT(-89.7 25.8)
2016-01-17,71,POINT(-82.8 27)
2016-01-17,58,POINT(-86.3 25.5)
2016-01-17,25,POINT(-83.7 26)
2016-01-17,34,POINT(-87.3 24.2)
2016-01-17,32,POINT(-85.6 24.4)
2016-01-17,59,POINT(-86.3 26.4)
2016-01-17,36,POINT(-86.3 24.5)
2016-01-17,25,POINT(-85.4 26.7)
2016-01-17,29,POINT(-83.8 25.9)
2016-01-17,35,POINT(-86 26.7)
2016-01-17,47,POINT(-85.6 24.5)
2016-01-17,56,POINT(-85.2 24.6)
2016-01-17,29,POINT(-87 24.5)
2016-01-17,28,POINT(-82.9 26.4)
2016-01-17,26,POINT(-87.6 24.1)
2016-01-17,29,POINT(-85.8 24.4)
2016-01-17,30,POINT(-86.5 25.4)
2016-01-17,60,POINT(-86 26.4)
2016-01-17,61,POINT(-84.5 24.9)
2016-01-17,77,POINT(-84 25.9)
